Date,Close
2000-02-01,7.793937683105469
2000-03-01,8.26962661743164
2000-04-01,8.598947525024414
2000-05-01,6.330287456512451
2000-06-01,8.186847686767578
2000-07-01,7.7074360847473145
2000-08-01,7.670560359954834
2000-09-01,7.127363681793213
2000-10-01,7.6841888427734375
2000-11-01,7.387214660644531
2000-12-01,7.275852680206299
2001-01-01,7.275852680206299
2001-02-01,7.312972545623779
2001-03-01,6.050836563110352
2001-04-01,5.90234899520874
2001-05-01,5.382643222808838
2001-06-01,5.023232936859131
2001-07-01,5.060719966888428
2001-08-01,5.135692596435547
2001-09-01,3.674325466156006
2001-10-01,3.9394822120666504
2001-11-01,4.31827974319458
2001-12-01,5.227389812469482
2002-01-01,5.4546685218811035
2002-02-01,5.11375093460083
2002-03-01,5.606186389923096
2002-04-01,5.303149223327637
2002-05-01,5.341029167175293
2002-06-01,4.750987529754639
2002-07-01,4.597729682922363
2002-08-01,4.559416770935059
2002-09-01,4.341869354248047
2002-10-01,4.807069778442383
2002-11-01,4.341869354248047
2002-12-01,4.264337539672852
2003-01-01,3.954204559326172
2003-02-01,3.7216029167175293
2003-03-01,3.5665364265441895
2003-04-01,3.3727028369903564
2003-05-01,3.8694918155670166
2003-06-01,4.066915035247803
2003-07-01,4.501245021820068
2003-08-01,4.9750590324401855
2003-09-01,5.157987594604492
2003-10-01,5.717772006988525
2003-11-01,5.5978169441223145
2003-12-01,5.877709865570068
2004-01-01,6.157599925994873
2004-02-01,5.877709865570068
2004-03-01,5.757754802703857
2004-04-01,5.717772006988525
2004-05-01,5.6377997398376465
2004-06-01,5.823371410369873
2004-07-01,6.268213748931885
2004-08-01,6.308650016784668
2004-09-01,6.54449987411499
2004-10-01,6.380886077880859
2004-11-01,6.462691783905029
2004-12-01,6.5854034423828125
2005-01-01,6.462691783905029
2005-02-01,6.094564914703369
2005-03-01,6.094564914703369
2005-04-01,5.849148750305176
2005-05-01,5.6855340003967285
2005-06-01,5.9846601486206055
2005-07-01,6.73797607421875
2005-08-01,6.528719902038574
2005-09-01,6.674220561981201
2005-10-01,6.463010311126709
2005-11-01,6.927672863006592
2005-12-01,7.036295413970947
2006-01-01,6.993649005889893
2006-02-01,6.993649005889893
2006-03-01,6.9510064125061035
2006-04-01,7.590668678283691
2006-05-01,7.454248428344727
2006-06-01,7.869739532470703
2006-07-01,7.869739532470703
2006-08-01,7.826262474060059
2006-09-01,8.424186706542969
2006-10-01,8.950695037841797
2006-11-01,9.21395492553711
2006-12-01,10.00013256072998
2007-01-01,9.734641075134277
2007-02-01,9.51340103149414
2007-03-01,9.469146728515625
2007-04-01,9.42490291595459
2007-05-01,10.67020320892334
2007-06-01,10.265737533569336
2007-07-01,10.400812149047852
2007-08-01,9.005033493041992
2007-09-01,9.819401741027832
2007-10-01,10.183084487915039
2007-11-01,9.137500762939453
2007-12-01,9.498618125915527
2008-01-01,7.9751691818237305
2008-02-01,7.956814289093018
2008-03-01,8.25966739654541
2008-04-01,9.113164901733398
2008-05-01,9.039094924926758
2008-06-01,8.828642845153809
2008-07-01,8.987804412841797
2008-08-01,8.46351432800293
2008-09-01,7.941284656524658
2008-10-01,5.215312480926514
2008-11-01,4.448632717132568
2008-12-01,4.0670013427734375
2009-01-01,4.260207653045654
2009-02-01,3.7868521213531494
2009-03-01,4.081491947174072
2009-04-01,4.588659286499023
2009-05-01,5.78718900680542
2009-06-01,5.852738380432129
2009-07-01,6.884407997131348
2009-08-01,6.269372940063477
2009-09-01,6.660938262939453
2009-10-01,6.550592422485352
2009-11-01,7.1825761795043945
2009-12-01,7.798552989959717
2010-01-01,7.231386661529541
2010-02-01,7.089592933654785
2010-03-01,7.241514682769775
2010-04-01,7.747912883758545
2010-05-01,7.089592933654785
2010-06-01,6.996525287628174
2010-07-01,7.36476469039917
2010-08-01,7.098814964294434
2010-09-01,7.273322105407715
2010-10-01,7.180339336395264
2010-11-01,7.231995105743408
2010-12-01,7.3972978591918945
2011-01-01,7.7588982582092285
2011-02-01,7.324975967407227
2011-03-01,7.562599182128906
2011-04-01,7.7382330894470215
2011-05-01,7.645252227783203
2011-06-01,7.716009616851807
2011-07-01,8.173918724060059
2011-08-01,6.973883152008057
2011-09-01,6.35420560836792
2011-10-01,6.633275985717773
2011-11-01,6.65474271774292
2011-12-01,6.182468891143799
2012-01-01,7.271915912628174
2012-02-01,7.620752811431885
2012-03-01,7.610019207000732
2012-04-01,7.491953372955322
2012-05-01,7.094812870025635
2012-06-01,7.593918800354004
2012-07-01,8.070250511169434
2012-08-01,7.911471843719482
2012-09-01,8.028690338134766
2012-10-01,7.755302429199219
2012-11-01,8.062166213989258
2012-12-01,8.279765129089355
2013-01-01,8.346715927124023
2013-02-01,8.430407524108887
2013-03-01,8.926969528198242
2013-04-01,9.350997924804688
2013-05-01,9.574172973632812
2013-06-01,8.785421371459961
2013-07-01,9.465587615966797
2013-08-01,8.955466270446777
2013-09-01,9.459184646606445
2013-10-01,9.643528938293457
2013-11-01,9.897005081176758
2013-12-01,9.850919723510742
2014-01-01,9.48798942565918
2014-02-01,9.516797065734863
2014-03-01,9.315167427062988
2014-04-01,9.758744239807129
2014-05-01,9.735703468322754
2014-06-01,9.821803092956543
2014-07-01,10.6837797164917
2014-08-01,10.507866859436035
2014-09-01,10.971342086791992
2014-10-01,11.00707721710205
2014-11-01,11.811166763305664
2014-12-01,12.269793510437012
2015-01-01,11.78734302520752
2015-02-01,11.656306266784668
2015-03-01,12.126850128173828
2015-04-01,12.56164836883545
2015-05-01,12.265670776367188
2015-06-01,12.50131893157959
2015-07-01,12.193161010742188
2015-08-01,10.888679504394531
2015-09-01,9.938373565673828
2015-10-01,10.588258743286133
2015-11-01,10.11617374420166
2015-12-01,10.232661247253418
2016-01-01,8.620203018188477
2016-02-01,8.32591438293457
2016-03-01,9.429500579833984
2016-04-01,9.368188858032227
2016-05-01,9.503068923950195
2016-06-01,9.855083465576172
2016-07-01,9.636220932006836
2016-08-01,9.373584747314453
2016-09-01,9.81958293914795
2016-10-01,9.570745468139648
2016-11-01,11.197772026062012
2016-12-01,11.063779830932617
2017-01-01,12.103802680969238
2017-02-01,11.950668334960938
2017-03-01,12.378162384033203
2017-04-01,12.346259117126465
2017-05-01,13.060874938964844
2017-06-01,13.42652416229248
2017-07-01,13.99621295928955
2017-08-01,13.34883975982666
2017-09-01,13.690821647644043
2017-10-01,14.979676246643066
2017-11-01,16.064687728881836
2017-12-01,16.340871810913086
2018-01-01,17.36012077331543
2018-02-01,18.872556686401367
2018-03-01,18.08346176147461
2018-04-01,20.27977752685547
2018-05-01,18.655555725097656
2018-06-01,17.84806251525879
2018-07-01,17.941959381103516
2018-08-01,16.734649658203125
2018-09-01,17.900184631347656
2018-10-01,16.09575843811035
2018-11-01,16.726964950561523
2018-12-01,16.253562927246094
2019-01-01,16.411361694335938
2019-02-01,17.04256248474121
2019-03-01,17.31014633178711
2019-04-01,19.38214874267578
2019-05-01,16.66521644592285
2019-06-01,18.405221939086914
2019-07-01,18.72426414489746
2019-08-01,17.391376495361328
2019-09-01,17.929506301879883
2019-10-01,18.646684646606445
2019-11-01,18.108797073364258
2019-12-01,18.772178649902344
2020-01-01,18.402250289916992
2020-02-01,17.488298416137695
2020-03-01,13.46983814239502
2020-04-01,14.478075981140137
2020-05-01,14.12265396118164
2020-06-01,15.602251052856445
2020-07-01,14.829639434814453
2020-08-01,15.654759407043457
2020-09-01,15.061222076416016
2020-10-01,15.394065856933594
2020-11-01,19.06292152404785
2020-12-01,19.22745704650879
2021-01-01,19.18935203552246
2021-02-01,20.302000045776367
2021-03-01,21.94048500061035
2021-04-01,22.794021606445312
2021-05-01,23.02693748474121
2021-06-01,22.996868133544922
2021-07-01,23.459735870361328
2021-08-01,23.12030029296875
2021-09-01,23.640026092529297
2021-10-01,24.58344078063965
2021-11-01,23.289169311523438
2021-12-01,25.7279109954834
2022-01-01,27.728796005249023
2022-02-01,26.641700744628906
2022-03-01,28.225078582763672
2022-04-01,26.720476150512695
2022-05-01,24.623891830444336
2022-06-01,23.88610076904297
2022-07-01,25.326669692993164
2022-08-01,26.23607635498047
2022-09-01,27.16510009765625
2022-10-01,27.824092864990234
2022-11-01,28.629526138305664
2022-12-01,27.886947631835938
2023-01-01,29.424348831176758
2023-02-01,28.092483520507812
2023-03-01,27.13058090209961
2023-04-01,26.982595443725586
2023-05-01,25.22823715209961
2023-06-01,26.585180282592773
2023-07-01,28.90536880493164
2023-08-01,28.09541130065918
2023-09-01,28.785932540893555
2023-10-01,28.10992431640625
2023-11-01,27.16008949279785
2023-12-01,29.00890350341797
2024-01-01,27.680452346801758
2024-02-01,28.939443588256836
2024-03-01,31.283771514892578
2024-04-01,33.33289337158203
2024-05-01,34.89272689819336
2024-06-01,35.231590270996094
2024-07-01,36.019107818603516
2024-08-01,35.79269790649414
2024-09-01,37.75
